+-------------+------------------+----------------+
|    name     | transaction_type | account_number |
| Julia       | withdraw         | 28500762       |
| Julia       | withdraw         | 49610011       |
| Julia       | withdraw         | 76054385       |
| Julia       | withdraw         | 81061156       |
| John        | withdraw         | 16153065       |
| John        | withdraw         | 25506511       |
| John        | withdraw         | 26013199       |
| John        | withdraw         | 28296815       |
| John        | withdraw         | 28500762       |
| John        | withdraw         | 49610011       |
| John        | withdraw         | 76054385       |
| John        | withdraw         | 81061156       |
| Michelle    | withdraw         | 16153065       |
| Michelle    | withdraw         | 25506511       |
| Michelle    | withdraw         | 26013199       |
| Michelle    | withdraw         | 28296815       |
| Michelle    | withdraw         | 28500762       |
| Michelle    | withdraw         | 49610011       |
| Michelle    | withdraw         | 76054385       |
| Michelle    | withdraw         | 81061156       |
| Nicole      | withdraw         | 16153065       |
| Nicole      | withdraw         | 25506511       |
| Nicole      | withdraw         | 26013199       |
| Nicole      | withdraw         | 28296815       |
| Nicole      | withdraw         | 28500762       |
| Nicole      | withdraw         | 49610011       |
| Nicole      | withdraw         | 76054385       |
| Nicole      | withdraw         | 81061156       |
| Richard     | withdraw         | 16153065       |
| Richard     | withdraw         | 25506511       |
| Richard     | withdraw         | 26013199       |
| Richard     | withdraw         | 28296815       |
| Richard     | withdraw         | 28500762       |
| Richard     | withdraw         | 49610011       |
| Richard     | withdraw         | 76054385       |
| Richard     | withdraw         | 81061156       |
| Alexis      | withdraw         | 16153065       |
| Alexis      | withdraw         | 25506511       |
| Alexis      | withdraw         | 26013199       |
| Alexis      | withdraw         | 28296815       |
| Alexis      | withdraw         | 28500762       |
| Alexis      | withdraw         | 49610011       |
| Alexis      | withdraw         | 76054385       |
| Alexis      | withdraw         | 81061156       |
| Noah        | withdraw         | 16153065       |
| Noah        | withdraw         | 25506511       |
| Noah        | withdraw         | 26013199       |
| Noah        | withdraw         | 28296815       |
| Noah        | withdraw         | 28500762       |
| Noah        | withdraw         | 49610011       |
| Noah        | withdraw         | 76054385       |
| Noah        | withdraw         | 81061156       |
| Eugene      | withdraw         | 16153065       |
| Eugene      | withdraw         | 25506511       |
| Eugene      | withdraw         | 26013199       |
| Eugene      | withdraw         | 28296815       |
| Eugene      | withdraw         | 28500762       |
| Eugene      | withdraw         | 49610011       |
| Eugene      | withdraw         | 76054385       |
| Eugene      | withdraw         | 81061156       |
| Dorothy     | withdraw         | 16153065       |
| Dorothy     | withdraw         | 25506511       |
| Dorothy     | withdraw         | 26013199       |
| Dorothy     | withdraw         | 28296815       |
| Dorothy     | withdraw         | 28500762       |
| Dorothy     | withdraw         | 49610011       |
| Dorothy     | withdraw         | 76054385       |
| Dorothy     | withdraw         | 81061156       |
| Joan        | withdraw         | 16153065       |
| Joan        | withdraw         | 25506511       |
| Joan        | withdraw         | 26013199       |
| Joan        | withdraw         | 28296815       |
| Joan        | withdraw         | 28500762       |
| Joan        | withdraw         | 49610011       |
| Joan        | withdraw         | 76054385       |
| Joan        | withdraw         | 81061156       |
| Shirley     | withdraw         | 16153065       |
| Shirley     | withdraw         | 25506511       |
| Shirley     | withdraw         | 26013199       |
| Shirley     | withdraw         | 28296815       |
| Shirley     | withdraw         | 28500762       |
| Shirley     | withdraw         | 49610011       |
| Shirley     | withdraw         | 76054385       |
| Shirley     | withdraw         | 81061156       |
| Peter       | withdraw         | 16153065       |
| Peter       | withdraw         | 25506511       |
| Peter       | withdraw         | 26013199       |
| Peter       | withdraw         | 28296815       |
| Peter       | withdraw         | 28500762       |
| Peter       | withdraw         | 49610011       |
| Peter       | withdraw         | 76054385       |
| Peter       | withdraw         | 81061156       |
| Brandon     | withdraw         | 16153065       |
| Brandon     | withdraw         | 25506511       |
| Brandon     | withdraw         | 26013199       |
| Brandon     | withdraw         | 28296815       |
| Brandon     | withdraw         | 28500762       |
| Brandon     | withdraw         | 49610011       |
| Brandon     | withdraw         | 76054385       |
| Brandon     | withdraw         | 81061156       |
| Alice       | withdraw         | 16153065       |
| Alice       | withdraw         | 25506511       |
| Alice       | withdraw         | 26013199       |
| Alice       | withdraw         | 28296815       |
| Alice       | withdraw         | 28500762       |
| Alice       | withdraw         | 49610011       |
| Alice       | withdraw         | 76054385       |
| Alice       | withdraw         | 81061156       |
| Nancy       | withdraw         | 16153065       |
| Nancy       | withdraw         | 25506511       |
| Nancy       | withdraw         | 26013199       |
| Nancy       | withdraw         | 28296815       |
| Nancy       | withdraw         | 28500762       |
| Nancy       | withdraw         | 49610011       |
| Nancy       | withdraw         | 76054385       |
| Nancy       | withdraw         | 81061156       |
| Charles     | withdraw         | 16153065       |
| Charles     | withdraw         | 25506511       |
| Charles     | withdraw         | 26013199       |
| Charles     | withdraw         | 28296815       |
| Charles     | withdraw         | 28500762       |
| Charles     | withdraw         | 49610011       |
| Charles     | withdraw         | 76054385       |
| Charles     | withdraw         | 81061156       |
| Albert      | withdraw         | 16153065       |
| Albert      | withdraw         | 25506511       |
| Albert      | withdraw         | 26013199       |
| Albert      | withdraw         | 28296815       |
| Albert      | withdraw         | 28500762       |
| Albert      | withdraw         | 49610011       |
| Albert      | withdraw         | 76054385       |
| Albert      | withdraw         | 81061156       |
| Christina   | withdraw         | 16153065       |
| Christina   | withdraw         | 25506511       |
| Christina   | withdraw         | 26013199       |
| Christina   | withdraw         | 28296815       |
| Christina   | withdraw         | 28500762       |
| Christina   | withdraw         | 49610011       |
| Christina   | withdraw         | 76054385       |
| Christina   | withdraw         | 81061156       |
| Jeremy      | withdraw         | 16153065       |
| Jeremy      | withdraw         | 25506511       |
| Jeremy      | withdraw         | 26013199       |
| Jeremy      | withdraw         | 28296815       |
| Jeremy      | withdraw         | 28500762       |
| Jeremy      | withdraw         | 49610011       |
| Jeremy      | withdraw         | 76054385       |
| Jeremy      | withdraw         | 81061156       |
| Pamela      | withdraw         | 16153065       |
| Pamela      | withdraw         | 25506511       |
| Pamela      | withdraw         | 26013199       |
| Pamela      | withdraw         | 28296815       |
| Pamela      | withdraw         | 28500762       |
| Pamela      | withdraw         | 49610011       |
| Pamela      | withdraw         | 76054385       |
| Pamela      | withdraw         | 81061156       |
| Ralph       | withdraw         | 16153065       |
| Ralph       | withdraw         | 25506511       |
| Ralph       | withdraw         | 26013199       |
| Ralph       | withdraw         | 28296815       |
| Ralph       | withdraw         | 28500762       |
| Ralph       | withdraw         | 49610011       |
| Ralph       | withdraw         | 76054385       |
| Ralph       | withdraw         | 81061156       |
| Andrea      | withdraw         | 16153065       |
| Andrea      | withdraw         | 25506511       |
| Andrea      | withdraw         | 26013199       |
| Andrea      | withdraw         | 28296815       |
| Andrea      | withdraw         | 28500762       |
| Andrea      | withdraw         | 49610011       |
| Andrea      | withdraw         | 76054385       |
| Andrea      | withdraw         | 81061156       |
| Stephen     | withdraw         | 16153065       |
| Stephen     | withdraw         | 25506511       |
| Stephen     | withdraw         | 26013199       |
| Stephen     | withdraw         | 28296815       |
| Stephen     | withdraw         | 28500762       |
| Stephen     | withdraw         | 49610011       |
| Stephen     | withdraw         | 76054385       |
| Stephen     | withdraw         | 81061156       |
| Martha      | withdraw         | 16153065       |
| Martha      | withdraw         | 25506511       |
| Martha      | withdraw         | 26013199       |
| Martha      | withdraw         | 28296815       |
| Martha      | withdraw         | 28500762       |
| Martha      | withdraw         | 49610011       |
| Martha      | withdraw         | 76054385       |
| Martha      | withdraw         | 81061156       |
| Aaron       | withdraw         | 16153065       |
| Aaron       | withdraw         | 25506511       |
| Aaron       | withdraw         | 26013199       |
| Aaron       | withdraw         | 28296815       |
| Aaron       | withdraw         | 28500762       |
| Aaron       | withdraw         | 49610011       |
| Aaron       | withdraw         | 76054385       |
| Aaron       | withdraw         | 81061156       |
| Amber       | withdraw         | 16153065       |
| Amber       | withdraw         | 25506511       |
| Amber       | withdraw         | 26013199       |
| Amber       | withdraw         | 28296815       |
| Amber       | withdraw         | 28500762       |
| Amber       | withdraw         | 49610011       |
| Amber       | withdraw         | 76054385       |
| Amber       | withdraw         | 81061156       |
| Hannah      | withdraw         | 16153065       |
| Hannah      | withdraw         | 25506511       |
| Hannah      | withdraw         | 26013199       |
| Hannah      | withdraw         | 28296815       |
| Hannah      | withdraw         | 28500762       |
| Hannah      | withdraw         | 49610011       |
| Hannah      | withdraw         | 76054385       |
| Hannah      | withdraw         | 81061156       |
| Eric        | withdraw         | 16153065       |
| Eric        | withdraw         | 25506511       |
| Eric        | withdraw         | 26013199       |
| Eric        | withdraw         | 28296815       |
| Eric        | withdraw         | 28500762       |
| Eric        | withdraw         | 49610011       |
| Eric        | withdraw         | 76054385       |
| Eric        | withdraw         | 81061156       |
| Andrew      | withdraw         | 16153065       |
| Andrew      | withdraw         | 25506511       |
| Andrew      | withdraw         | 26013199       |
| Andrew      | withdraw         | 28296815       |
| Andrew      | withdraw         | 28500762       |
| Andrew      | withdraw         | 49610011       |
| Andrew      | withdraw         | 76054385       |
| Andrew      | withdraw         | 81061156       |
| Debra       | withdraw         | 16153065       |
| Debra       | withdraw         | 25506511       |
| Debra       | withdraw         | 26013199       |
| Debra       | withdraw         | 28296815       |
| Debra       | withdraw         | 28500762       |
| Debra       | withdraw         | 49610011       |
| Debra       | withdraw         | 76054385       |
| Debra       | withdraw         | 81061156       |
| Barbara     | withdraw         | 16153065       |
| Barbara     | withdraw         | 25506511       |
| Barbara     | withdraw         | 26013199       |
| Barbara     | withdraw         | 28296815       |
| Barbara     | withdraw         | 28500762       |
| Barbara     | withdraw         | 49610011       |
| Barbara     | withdraw         | 76054385       |
| Barbara     | withdraw         | 81061156       |
| Janet       | withdraw         | 16153065       |
| Janet       | withdraw         | 25506511       |
| Janet       | withdraw         | 26013199       |
| Janet       | withdraw         | 28296815       |
| Janet       | withdraw         | 28500762       |
| Janet       | withdraw         | 49610011       |
| Janet       | withdraw         | 76054385       |
| Janet       | withdraw         | 81061156       |
| Victoria    | withdraw         | 16153065       |
| Victoria    | withdraw         | 25506511       |
| Victoria    | withdraw         | 26013199       |
| Victoria    | withdraw         | 28296815       |
| Victoria    | withdraw         | 28500762       |
| Victoria    | withdraw         | 49610011       |
| Victoria    | withdraw         | 76054385       |
| Victoria    | withdraw         | 81061156       |
| Randy       | withdraw         | 16153065       |
| Randy       | withdraw         | 25506511       |
| Randy       | withdraw         | 26013199       |
| Randy       | withdraw         | 28296815       |
| Randy       | withdraw         | 28500762       |
| Randy       | withdraw         | 49610011       |
| Randy       | withdraw         | 76054385       |
| Randy       | withdraw         | 81061156       |
| Christopher | withdraw         | 16153065       |
| Christopher | withdraw         | 25506511       |
| Christopher | withdraw         | 26013199       |
| Christopher | withdraw         | 28296815       |
| Christopher | withdraw         | 28500762       |
| Christopher | withdraw         | 49610011       |
| Christopher | withdraw         | 76054385       |
| Christopher | withdraw         | 81061156       |
| Donald      | withdraw         | 16153065       |
| Donald      | withdraw         | 25506511       |
| Donald      | withdraw         | 26013199       |
| Donald      | withdraw         | 28296815       |
| Donald      | withdraw         | 28500762       |
| Donald      | withdraw         | 49610011       |
| Donald      | withdraw         | 76054385       |
| Donald      | withdraw         | 81061156       |
| Joseph      | withdraw         | 16153065       |
| Joseph      | withdraw         | 25506511       |
| Joseph      | withdraw         | 26013199       |
| Joseph      | withdraw         | 28296815       |
| Joseph      | withdraw         | 28500762       |
| Joseph      | withdraw         | 49610011       |
| Joseph      | withdraw         | 76054385       |
| Joseph      | withdraw         | 81061156       |
| Bradley     | withdraw         | 16153065       |
| Bradley     | withdraw         | 25506511       |
| Bradley     | withdraw         | 26013199       |
| Bradley     | withdraw         | 28296815       |
| Bradley     | withdraw         | 28500762       |
| Bradley     | withdraw         | 49610011       |
| Bradley     | withdraw         | 76054385       |
| Bradley     | withdraw         | 81061156       |
| Jeffrey     | withdraw         | 16153065       |
| Jeffrey     | withdraw         | 25506511       |
| Jeffrey     | withdraw         | 26013199       |
| Jeffrey     | withdraw         | 28296815       |
| Jeffrey     | withdraw         | 28500762       |
| Jeffrey     | withdraw         | 49610011       |
| Jeffrey     | withdraw         | 76054385       |
| Jeffrey     | withdraw         | 81061156       |
| Helen       | withdraw         | 16153065       |
| Helen       | withdraw         | 25506511       |
| Helen       | withdraw         | 26013199       |
| Helen       | withdraw         | 28296815       |
| Helen       | withdraw         | 28500762       |
| Helen       | withdraw         | 49610011       |
| Helen       | withdraw         | 76054385       |
| Helen       | withdraw         | 81061156       |
| Zachary     | withdraw         | 16153065       |
| Zachary     | withdraw         | 25506511       |
| Zachary     | withdraw         | 26013199       |
| Zachary     | withdraw         | 28296815       |
| Zachary     | withdraw         | 28500762       |
| Zachary     | withdraw         | 49610011       |
| Zachary     | withdraw         | 76054385       |
| Zachary     | withdraw         | 81061156       |
| Dylan       | withdraw         | 16153065       |
| Dylan       | withdraw         | 25506511       |
| Dylan       | withdraw         | 26013199       |
| Dylan       | withdraw         | 28296815       |
| Dylan       | withdraw         | 28500762       |
| Dylan       | withdraw         | 49610011       |
| Dylan       | withdraw         | 76054385       |
| Dylan       | withdraw         | 81061156       |
| Ethan       | withdraw         | 16153065       |
| Ethan       | withdraw         | 25506511       |
| Ethan       | withdraw         | 26013199       |
| Ethan       | withdraw         | 28296815       |
| Ethan       | withdraw         | 28500762       |
| Ethan       | withdraw         | 49610011       |
| Ethan       | withdraw         | 76054385       |
| Ethan       | withdraw         | 81061156       |
| Maria       | withdraw         | 16153065       |
| Maria       | withdraw         | 25506511       |
| Maria       | withdraw         | 26013199       |
| Maria       | withdraw         | 28296815       |
| Maria       | withdraw         | 28500762       |
| Maria       | withdraw         | 49610011       |
| Maria       | withdraw         | 76054385       |
| Maria       | withdraw         | 81061156       |
| Berthold    | withdraw         | 16153065       |
| Berthold    | withdraw         | 25506511       |
| Berthold    | withdraw         | 26013199       |
| Berthold    | withdraw         | 28296815       |
| Berthold    | withdraw         | 28500762       |
| Berthold    | withdraw         | 49610011       |
| Berthold    | withdraw         | 76054385       |
| Berthold    | withdraw         | 81061156       |
| Sara        | withdraw         | 16153065       |
| Sara        | withdraw         | 25506511       |
| Sara        | withdraw         | 26013199       |
| Sara        | withdraw         | 28296815       |
| Sara        | withdraw         | 28500762       |
| Sara        | withdraw         | 49610011       |
| Sara        | withdraw         | 76054385       |
| Sara        | withdraw         | 81061156       |
| David       | withdraw         | 16153065       |
| David       | withdraw         | 25506511       |
| David       | withdraw         | 26013199       |
| David       | withdraw         | 28296815       |
| David       | withdraw         | 28500762       |
| David       | withdraw         | 49610011       |
| David       | withdraw         | 76054385       |
| David       | withdraw         | 81061156       |
| Charlotte   | withdraw         | 16153065       |
| Charlotte   | withdraw         | 25506511       |
| Charlotte   | withdraw         | 26013199       |
| Charlotte   | withdraw         | 28296815       |
| Charlotte   | withdraw         | 28500762       |
| Charlotte   | withdraw         | 49610011       |
| Charlotte   | withdraw         | 76054385       |
| Charlotte   | withdraw         | 81061156       |
| Amy         | withdraw         | 16153065       |
| Amy         | withdraw         | 25506511       |
| Amy         | withdraw         | 26013199       |
| Amy         | withdraw         | 28296815       |
| Amy         | withdraw         | 28500762       |
| Amy         | withdraw         | 49610011       |
| Amy         | withdraw         | 76054385       |
| Amy         | withdraw         | 81061156       |
+-------------+------------------+----------------+
